skill_match_percentage,critical_skill_match_percentage,missing_skills_count,critical_missing_skills_count,optional_skill_match_percentage,project_relevance_score,certification_relevance_score,internship_relevance_score,resume_completeness_score,keyword_match_score,role_category_match_score,readiness_label
83,93,0,6,3,74,73,47,67,74,74,Highly Ready
26,38,11,9,19,37,44,0,63,0,30,Not Ready Yet
80,32,0,0,9,63,22,62,84,84,92,Moderately Ready
23,66,5,1,90,52,34,37,73,35,32,Needs Improvement
79,80,1,12,57,98,83,78,80,59,75,Highly Ready
100,57,0,0,45,80,100,81,69,99,90,Highly Ready
75,69,6,0,38,52,65,80,81,73,67,Moderately Ready
83,69,3,8,69,95,76,72,93,49,57,Moderately Ready
6,25,16,12,78,3,26,29,35,29,31,Not Ready Yet
98,80,20,4,51,73,57,86,92,93,66,Highly Ready
37,34,20,4,19,35,43,0,49,44,20,Not Ready Yet
90,74,11,6,36,57,65,44,74,68,41,Moderately Ready
70,100,0,0,75,72,83,94,82,100,99,Highly Ready
71,55,8,4,56,94,79,55,77,54,97,Moderately Ready
82,100,18,2,96,100,83,84,80,100,100,Highly Ready
26,40,15,12,69,58,68,18,81,50,43,Moderately Ready
35,43,0,6,97,63,24,22,57,55,43,Needs Improvement
15,21,1,6,5,46,34,43,28,18,18,Not Ready Yet
43,6,15,12,80,31,0,8,25,45,25,Not Ready Yet
33,29,8,12,15,68,38,54,55,60,62,Needs Improvement
57,46,7,0,32,52,33,49,86,37,60,Needs Improvement
61,41,0,0,21,45,57,56,71,48,86,Moderately Ready
24,41,0,12,0,10,24,45,32,28,25,Not Ready Yet
66,84,3,9,58,75,51,57,72,59,75,Moderately Ready
22,17,18,11,0,15,49,0,31,20,45,Not Ready Yet
37,57,0,2,90,61,44,20,39,41,33,Needs Improvement
73,81,4,0,59,78,93,65,98,65,100,Highly Ready
71,30,2,0,73,23,25,46,39,67,40,Needs Improvement
54,42,17,1,0,29,18,17,54,47,42,Not Ready Yet
15,39,16,0,52,48,36,32,23,20,37,Not Ready Yet
69,75,18,6,78,88,53,92,66,97,81,Highly Ready
89,60,4,0,58,63,56,86,78,39,48,Moderately Ready
54,28,18,2,22,58,35,46,36,48,33,Needs Improvement
74,62,4,1,50,84,69,49,61,76,76,Moderately Ready
40,37,1,12,38,20,0,33,33,37,36,Not Ready Yet
64,71,18,12,31,61,40,40,59,64,70,Needs Improvement
53,59,16,0,90,56,62,59,68,76,59,Moderately Ready
52,53,4,0,82,36,35,39,29,27,29,Needs Improvement
2,42,20,6,63,22,40,7,27,54,5,Not Ready Yet
21,52,2,4,15,55,40,9,61,49,37,Needs Improvement
47,61,12,7,47,66,45,23,49,37,21,Needs Improvement
32,50,20,7,43,36,40,22,67,62,30,Needs Improvement
75,42,6,2,40,70,64,73,81,67,91,Highly Ready
66,34,0,7,0,55,79,69,88,54,82,Moderately Ready
63,40,20,0,2,24,21,66,52,41,71,Needs Improvement
58,19,9,0,29,28,29,19,31,62,57,Needs Improvement
100,67,0,0,17,67,66,72,60,99,59,Highly Ready
68,68,0,3,94,51,43,50,65,79,75,Highly Ready
54,71,1,12,66,77,69,40,82,76,44,Moderately Ready
53,44,3,12,48,29,16,7,32,30,27,Not Ready Yet
80,47,8,0,100,41,30,57,59,62,58,Highly Ready
34,34,15,12,77,8,29,28,48,37,17,Not Ready Yet
60,94,0,11,44,89,34,100,81,81,69,Highly Ready
44,21,20,10,1,15,24,22,40,40,16,Not Ready Yet
11,50,20,12,100,26,23,67,71,40,33,Needs Improvement
68,37,8,12,0,31,28,52,64,49,44,Needs Improvement
59,48,9,4,55,47,48,48,42,62,32,Needs Improvement
76,94,2,0,41,65,74,67,86,61,29,Moderately Ready
54,68,0,0,54,26,66,60,60,13,29,Needs Improvement
31,50,14,2,59,72,35,50,57,50,57,Moderately Ready
52,37,14,10,68,47,44,55,80,57,26,Not Ready Yet
65,40,0,0,92,34,42,65,57,64,55,Needs Improvement
79,65,1,11,63,81,41,42,73,77,65,Highly Ready
64,21,6,4,67,69,65,17,81,28,49,Needs Improvement
52,60,0,5,3,69,16,53,63,79,67,Moderately Ready
28,13,17,0,45,1,15,13,24,16,42,Not Ready Yet
47,29,11,12,56,51,18,40,51,53,30,Needs Improvement
66,75,15,1,41,14,61,13,41,63,27,Needs Improvement
70,82,7,7,82,53,36,63,82,49,52,Highly Ready
0,7,16,12,41,27,8,57,53,22,19,Not Ready Yet
76,48,12,0,85,45,43,86,49,71,35,Moderately Ready
100,77,4,0,36,69,56,74,89,100,85,Highly Ready
92,60,9,6,100,77,96,43,89,76,88,Highly Ready
55,64,4,5,58,88,78,28,56,37,69,Moderately Ready
60,77,3,0,16,71,29,35,49,35,62,Moderately Ready
12,51,5,0,95,64,10,27,76,41,35,Moderately Ready
74,74,14,0,98,67,65,34,80,83,74,Moderately Ready
31,13,12,0,9,39,26,39,27,32,47,Not Ready Yet
42,59,14,0,42,60,21,47,49,41,30,Needs Improvement
47,52,11,0,25,51,79,43,63,86,57,Moderately Ready
32,84,0,12,28,62,87,49,80,69,81,Moderately Ready
82,82,6,0,50,75,94,41,58,100,68,Highly Ready
77,69,15,0,60,99,58,47,80,98,80,Highly Ready
46,42,17,9,42,41,37,39,37,61,57,Needs Improvement
52,55,1,11,42,22,51,43,45,33,21,Needs Improvement
57,55,5,0,81,51,60,25,79,52,72,Moderately Ready
67,68,10,7,65,100,63,45,70,100,76,Highly Ready
79,90,0,0,21,88,81,58,92,79,95,Moderately Ready
11,41,13,12,69,29,24,36,30,20,13,Not Ready Yet
63,62,14,5,14,55,52,57,53,64,47,Moderately Ready
70,68,0,6,25,82,66,85,94,76,71,Moderately Ready
6,26,15,1,61,11,9,20,24,18,5,Not Ready Yet
43,54,0,0,0,34,14,58,45,60,61,Needs Improvement
25,57,9,0,24,51,33,22,60,54,52,Needs Improvement
37,48,20,1,8,37,46,15,80,43,53,Needs Improvement
48,40,15,7,53,31,57,37,47,34,45,Needs Improvement
74,93,4,7,57,75,78,76,69,96,75,Highly Ready
62,82,20,3,17,48,29,79,83,79,68,Moderately Ready
89,63,2,0,0,85,61,76,65,85,81,Highly Ready
73,66,1,4,73,76,66,53,58,76,68,Moderately Ready
9,23,20,12,68,14,6,30,30,13,34,Not Ready Yet
47,25,7,0,43,25,22,37,22,46,37,Needs Improvement
86,81,0,12,0,78,88,72,93,79,59,Highly Ready
14,25,8,12,0,12,42,7,26,42,20,Not Ready Yet
49,30,5,2,79,13,30,18,29,17,51,Not Ready Yet
46,86,11,0,20,65,70,89,79,51,42,Moderately Ready
56,57,0,4,84,74,24,74,66,46,46,Highly Ready
87,86,20,6,53,82,60,66,71,58,81,Highly Ready
83,62,18,3,70,91,54,41,93,97,100,Moderately Ready
74,83,15,5,48,64,52,100,98,97,70,Highly Ready
40,47,18,12,24,4,36,20,20,21,37,Not Ready Yet
68,79,0,0,100,89,65,62,73,100,79,Highly Ready
78,52,5,0,76,71,36,65,80,45,80,Moderately Ready
72,81,7,12,75,76,61,62,64,68,100,Highly Ready
79,65,8,0,41,95,83,58,100,87,75,Highly Ready
45,54,0,5,55,86,78,49,72,79,53,Moderately Ready
45,13,6,7,30,2,19,5,39,15,10,Not Ready Yet
57,100,0,0,59,98,43,73,66,85,69,Highly Ready
18,27,14,5,96,34,22,28,23,24,0,Not Ready Yet
44,27,15,11,33,66,11,48,24,51,33,Needs Improvement
48,16,10,12,74,45,34,26,33,31,32,Not Ready Yet
75,100,0,2,87,72,70,69,64,98,92,Highly Ready
9,22,20,9,0,50,10,24,37,48,8,Not Ready Yet
65,33,0,1,40,53,32,80,79,51,76,Moderately Ready
33,14,4,12,100,58,37,22,45,58,42,Needs Improvement
64,48,4,4,49,27,22,17,31,62,47,Needs Improvement
88,89,0,0,33,81,52,49,91,91,83,Highly Ready
85,65,9,2,27,77,97,91,90,62,94,Highly Ready
68,85,8,8,59,63,93,89,84,63,63,Highly Ready
37,50,0,0,85,39,50,39,40,51,43,Needs Improvement
66,63,17,12,76,78,82,59,91,69,55,Highly Ready
56,43,15,1,84,67,97,80,80,76,70,Moderately Ready
39,54,10,12,12,35,50,54,57,51,54,Needs Improvement
8,2,20,12,48,33,31,30,17,47,44,Not Ready Yet
68,74,0,12,10,52,83,88,79,63,48,Moderately Ready
20,26,0,0,53,54,49,40,63,58,44,Needs Improvement
45,37,11,7,59,52,7,15,50,21,60,Needs Improvement
81,58,15,1,70,80,53,91,77,74,70,Highly Ready
82,73,9,1,73,95,47,66,72,81,70,Highly Ready
65,82,16,8,41,90,60,78,78,46,49,Moderately Ready
69,38,20,7,48,70,40,19,65,53,44,Needs Improvement
61,62,0,4,0,72,73,74,100,67,76,Highly Ready
46,48,20,0,41,61,83,84,85,38,91,Moderately Ready
15,25,12,8,40,38,56,42,52,57,32,Needs Improvement
39,37,0,12,93,28,47,32,44,56,24,Needs Improvement
83,77,7,8,45,75,75,75,54,70,90,Needs Improvement
51,47,15,12,25,52,32,36,62,49,61,Needs Improvement
63,71,0,4,36,60,33,71,80,82,43,Moderately Ready
83,67,11,0,64,52,63,44,54,69,55,Moderately Ready
27,44,20,2,92,40,42,2,42,24,25,Not Ready Yet
72,57,8,12,34,59,64,45,53,72,50,Moderately Ready
39,48,14,0,74,33,29,19,67,68,18,Needs Improvement
56,46,2,7,26,67,64,37,88,66,74,Moderately Ready
99,81,3,1,18,99,88,92,100,85,51,Highly Ready
86,55,9,0,49,87,67,43,64,57,82,Moderately Ready
72,76,5,0,86,75,100,95,87,97,69,Highly Ready
80,58,2,0,57,81,55,63,91,73,65,Highly Ready
37,24,20,12,81,46,32,40,50,42,53,Not Ready Yet
60,39,20,2,55,56,28,61,58,80,63,Moderately Ready
53,64,6,0,49,24,46,31,75,39,42,Needs Improvement
45,51,0,0,13,63,53,36,76,62,59,Moderately Ready
47,68,0,12,23,63,59,10,28,30,58,Needs Improvement
11,23,20,7,42,20,27,31,45,23,34,Not Ready Yet
92,73,7,4,0,68,40,84,71,65,77,Highly Ready
63,63,0,12,96,82,100,94,78,96,57,Highly Ready
78,56,12,5,27,70,32,45,68,33,54,Needs Improvement
49,45,4,0,57,33,15,27,29,10,50,Not Ready Yet
74,49,20,5,87,59,39,29,38,24,40,Needs Improvement
37,12,6,6,60,13,15,52,15,49,17,Not Ready Yet
94,78,14,10,46,95,100,79,58,69,75,Highly Ready
63,82,2,12,50,28,26,7,74,49,28,Needs Improvement
15,29,13,12,77,5,16,39,63,35,18,Not Ready Yet
58,57,0,2,80,51,15,56,44,51,55,Needs Improvement
70,64,0,12,15,66,87,69,75,92,89,Highly Ready
61,67,7,5,68,43,74,50,83,87,68,Moderately Ready
64,50,20,6,43,38,58,37,49,30,63,Needs Improvement
100,81,1,0,100,78,41,72,92,87,84,Highly Ready
59,76,13,12,85,66,53,77,62,62,76,Moderately Ready
91,73,3,0,17,84,97,90,67,98,83,Highly Ready
74,58,4,7,68,65,39,64,78,46,81,Moderately Ready
55,47,20,7,49,41,32,86,47,74,63,Moderately Ready
85,59,12,6,42,72,100,65,83,100,85,Highly Ready
39,18,0,12,7,32,12,6,27,35,23,Not Ready Yet
97,38,6,0,24,96,48,89,76,77,79,Highly Ready
23,40,15,0,43,16,18,39,25,31,37,Not Ready Yet
47,48,1,1,93,27,53,53,32,53,35,Needs Improvement
75,84,0,11,43,82,61,62,69,76,50,Highly Ready
13,27,13,12,65,43,59,32,24,41,44,Not Ready Yet
33,47,7,12,24,27,59,49,41,68,19,Needs Improvement
32,36,4,3,81,53,43,68,41,58,46,Needs Improvement
46,73,11,6,42,70,57,37,57,59,57,Moderately Ready
93,97,0,12,18,59,96,53,71,68,93,Highly Ready
46,78,0,0,100,63,65,63,98,71,39,Moderately Ready
78,65,10,12,47,85,88,90,100,94,72,Highly Ready
10,18,20,9,16,32,27,46,40,48,23,Not Ready Yet
14,22,1,11,63,0,9,32,58,35,6,Not Ready Yet
41,44,19,6,100,32,38,57,82,59,60,Needs Improvement
77,73,7,0,2,46,90,67,84,58,94,Highly Ready
40,66,10,11,28,40,28,59,46,77,55,Needs Improvement
60,82,0,0,47,63,35,36,44,73,46,Moderately Ready
73,71,0,0,47,100,79,75,77,50,93,Highly Ready
100,86,0,10,30,90,68,71,70,57,100,Highly Ready
42,16,17,12,25,16,5,13,39,48,24,Not Ready Yet
73,66,8,7,53,76,79,38,98,67,60,Moderately Ready
79,69,1,0,2,60,98,73,84,70,75,Highly Ready
50,73,10,0,93,69,78,60,84,57,74,Moderately Ready
12,15,18,12,14,21,42,45,31,35,11,Not Ready Yet
25,38,0,4,14,43,47,25,34,24,21,Needs Improvement
26,59,8,3,80,29,37,32,30,59,44,Needs Improvement
91,62,0,1,62,69,49,62,66,72,91,Highly Ready
71,89,9,5,74,66,96,30,92,96,72,Moderately Ready
43,39,20,12,26,49,34,31,13,41,25,Not Ready Yet
68,75,16,4,84,74,86,41,87,46,65,Moderately Ready
82,32,13,0,0,77,71,71,66,63,81,Moderately Ready
24,8,0,10,100,14,34,47,50,46,38,Needs Improvement
37,28,0,0,41,50,73,57,58,58,63,Needs Improvement
70,20,18,11,42,26,44,47,40,28,68,Needs Improvement
58,85,3,0,64,98,64,99,77,66,75,Highly Ready
51,25,7,6,30,21,39,16,46,37,49,Not Ready Yet
88,75,0,7,14,69,81,41,65,76,98,Highly Ready
55,75,15,11,84,64,34,31,59,77,84,Moderately Ready
54,76,12,0,5,62,54,64,54,54,58,Moderately Ready
0,4,20,2,56,37,50,20,32,47,4,Not Ready Yet
23,23,8,8,22,24,25,19,56,24,60,Needs Improvement
2,22,20,6,70,9,49,0,33,11,19,Not Ready Yet
16,19,20,12,68,40,35,11,63,26,39,Not Ready Yet
76,50,7,3,75,63,69,88,88,89,50,Moderately Ready
62,46,20,0,100,18,27,26,48,53,52,Needs Improvement
67,41,12,4,20,83,78,85,79,81,77,Moderately Ready
28,30,12,0,66,52,37,42,35,2,32,Not Ready Yet
53,100,0,4,53,80,52,44,84,74,89,Highly Ready
46,58,15,5,6,60,59,76,80,95,72,Moderately Ready
37,20,4,3,14,50,21,52,35,29,40,Needs Improvement
19,49,19,8,29,12,0,12,44,16,24,Not Ready Yet
46,46,16,12,74,24,27,46,36,51,30,Needs Improvement
6,20,8,8,83,3,48,20,15,16,30,Not Ready Yet
82,72,20,8,100,61,83,51,49,72,76,Moderately Ready
64,77,12,0,91,69,48,62,70,50,68,Moderately Ready
0,23,20,12,51,42,17,35,17,4,16,Not Ready Yet
44,80,8,8,43,70,57,78,56,52,43,Moderately Ready
92,85,0,12,34,89,58,90,84,98,79,Highly Ready
51,34,20,0,32,33,25,27,63,51,7,Not Ready Yet
0,0,20,10,0,36,23,33,50,29,56,Not Ready Yet
71,46,0,0,15,58,19,37,62,60,40,Needs Improvement
76,67,7,9,39,60,28,42,71,75,84,Highly Ready
60,29,17,2,72,63,41,66,58,49,26,Needs Improvement
55,61,5,3,75,63,45,65,50,37,64,Moderately Ready
49,39,20,5,100,27,39,30,40,49,0,Not Ready Yet
69,53,7,0,20,79,96,59,68,75,75,Moderately Ready
60,57,0,0,44,96,90,85,79,70,82,Highly Ready
90,100,0,0,53,57,75,92,75,58,68,Highly Ready
53,52,13,12,31,63,9,61,60,27,72,Needs Improvement
66,45,4,2,50,80,76,59,56,61,75,Moderately Ready
44,57,9,1,48,32,61,58,71,95,67,Moderately Ready
100,100,1,0,14,80,68,91,95,81,83,Highly Ready
64,90,0,0,25,75,95,70,76,96,70,Highly Ready
67,44,7,0,93,84,99,47,100,58,67,Highly Ready
80,75,12,4,17,75,88,61,67,86,90,Highly Ready
81,92,18,0,61,84,45,68,84,60,100,Highly Ready
43,48,7,12,17,55,43,76,87,45,61,Moderately Ready
100,67,0,0,48,81,89,93,86,75,73,Highly Ready
57,39,15,0,25,40,24,18,69,31,23,Needs Improvement
77,59,6,6,92,76,24,44,99,49,65,Highly Ready
32,26,10,0,6,3,33,9,14,33,25,Not Ready Yet
92,58,7,0,23,72,67,87,100,55,81,Highly Ready
57,63,17,8,60,64,30,65,87,79,51,Needs Improvement
51,23,7,0,5,64,35,28,49,72,36,Needs Improvement
30,51,11,6,79,29,64,50,75,54,48,Needs Improvement
60,35,14,0,44,77,27,59,62,64,87,Moderately Ready
67,31,0,0,31,43,57,56,50,34,45,Needs Improvement
65,48,18,4,87,54,29,21,58,46,72,Moderately Ready
87,44,0,0,28,44,72,25,90,65,71,Moderately Ready
100,100,11,7,37,62,77,57,82,76,85,Highly Ready
84,66,0,12,58,72,93,84,87,100,96,Highly Ready
53,76,9,3,34,71,48,55,85,59,80,Moderately Ready
100,83,6,0,55,86,51,71,96,77,84,Highly Ready
100,57,0,2,25,75,97,45,82,96,67,Highly Ready
48,35,4,9,86,44,34,48,81,56,36,Needs Improvement
20,47,1,0,7,40,30,24,48,38,78,Needs Improvement
11,22,18,7,11,22,0,26,38,36,46,Not Ready Yet
67,63,7,12,46,72,48,43,70,68,70,Highly Ready
43,40,7,0,48,36,20,40,62,39,28,Needs Improvement
86,84,15,12,30,66,74,59,63,64,60,Moderately Ready
60,51,2,3,12,79,70,64,93,78,65,Moderately Ready
70,95,0,0,85,77,62,57,88,84,65,Highly Ready
86,90,0,0,29,76,53,70,77,80,66,Moderately Ready
69,63,15,12,29,71,19,18,73,46,70,Needs Improvement
32,21,0,0,37,46,29,21,30,48,57,Needs Improvement
49,32,15,6,48,44,8,0,43,50,41,Not Ready Yet
36,47,10,12,74,76,52,32,60,57,53,Needs Improvement
36,37,1,7,100,54,66,60,28,42,61,Needs Improvement
61,65,20,9,81,53,56,61,37,38,68,Needs Improvement
56,36,0,0,25,40,59,56,75,35,62,Needs Improvement
30,12,11,12,74,1,4,0,49,13,28,Not Ready Yet
97,95,0,7,42,78,57,78,68,78,90,Highly Ready
56,49,0,7,75,49,27,21,45,48,69,Needs Improvement
48,31,9,5,58,37,60,31,35,59,35,Needs Improvement
73,92,5,0,95,88,90,65,100,88,98,Highly Ready
8,32,20,0,11,28,28,5,16,15,25,Not Ready Yet
75,88,0,12,93,82,66,49,72,100,88,Highly Ready
44,49,13,5,38,18,29,37,42,36,43,Needs Improvement
83,73,11,0,83,70,46,75,58,68,55,Moderately Ready
96,96,2,7,57,62,80,69,99,90,79,Highly Ready
58,39,12,0,55,82,55,71,93,63,71,Moderately Ready
100,77,0,0,20,100,53,57,79,89,81,Highly Ready
22,30,0,3,22,30,5,41,49,35,46,Not Ready Yet
58,48,0,3,21,49,78,88,57,60,60,Moderately Ready
53,78,0,0,37,61,62,75,90,53,86,Moderately Ready
75,79,12,0,57,48,82,35,70,72,100,Moderately Ready
34,50,2,0,52,84,43,42,77,74,69,Moderately Ready
65,45,7,0,56,65,47,86,73,80,75,Moderately Ready
18,23,10,12,100,45,40,43,47,27,3,Not Ready Yet
53,39,20,12,41,30,24,19,47,57,49,Needs Improvement
50,38,20,8,52,58,20,47,29,63,53,Needs Improvement
63,40,19,0,39,88,59,86,62,65,77,Moderately Ready
90,100,11,3,30,87,72,71,81,68,75,Highly Ready
0,22,11,0,22,40,18,10,37,48,30,Not Ready Yet
100,76,14,2,73,81,76,35,72,80,86,Highly Ready
14,25,20,12,52,9,10,21,53,34,28,Not Ready Yet
62,68,8,7,0,61,84,62,75,26,77,Highly Ready
23,7,7,0,23,27,7,35,31,14,9,Not Ready Yet
62,57,16,12,21,82,62,24,82,51,96,Moderately Ready
59,68,7,6,32,57,84,48,73,63,73,Moderately Ready
36,31,7,12,56,12,40,36,29,42,28,Not Ready Yet
52,43,0,12,7,50,24,44,73,46,49,Needs Improvement
89,95,13,0,46,96,96,60,68,87,71,Highly Ready
41,18,17,9,34,36,20,7,35,43,49,Not Ready Yet
40,39,13,3,62,34,1,34,6,28,7,Not Ready Yet
56,59,20,12,60,44,69,52,49,62,89,Moderately Ready
48,56,20,2,92,11,25,60,52,52,61,Needs Improvement
46,17,17,4,81,77,62,33,47,26,43,Needs Improvement
52,59,0,12,55,44,31,40,55,64,48,Needs Improvement
19,42,14,9,76,5,2,31,27,22,62,Not Ready Yet
53,48,7,3,10,62,72,83,84,63,47,Moderately Ready
63,58,14,0,81,64,74,34,78,63,36,Moderately Ready
74,83,4,0,66,63,51,67,57,78,58,Moderately Ready
86,95,11,0,23,75,76,73,71,72,81,Highly Ready
29,15,20,12,31,25,46,40,49,48,42,Not Ready Yet
41,46,3,8,51,23,12,22,45,83,65,Needs Improvement
59,60,12,12,78,33,22,57,67,29,23,Needs Improvement
46,20,7,12,0,50,23,53,30,41,57,Needs Improvement
63,88,0,6,91,82,28,50,88,82,53,Moderately Ready
21,3,6,12,34,7,4,34,12,23,8,Not Ready Yet
31,53,20,3,75,48,34,31,31,52,51,Needs Improvement
82,62,1,7,55,83,70,88,95,72,81,Moderately Ready
2,10,20,0,65,44,22,19,37,37,21,Not Ready Yet
63,42,3,12,89,52,26,74,72,73,74,Moderately Ready
66,61,0,0,66,50,60,68,74,63,90,Moderately Ready
49,67,4,0,81,52,49,27,74,45,70,Moderately Ready
85,71,0,7,23,77,65,58,100,56,97,Highly Ready
85,88,2,0,25,90,42,81,62,86,77,Highly Ready
60,61,11,7,0,60,43,38,48,53,32,Not Ready Yet
63,34,3,0,81,55,39,20,55,47,52,Needs Improvement
51,57,9,0,60,37,66,48,59,50,52,Needs Improvement
53,24,0,7,92,34,24,18,66,47,39,Moderately Ready
42,41,10,0,61,31,3,46,70,26,61,Not Ready Yet
63,49,0,10,42,58,57,54,84,44,53,Moderately Ready
15,31,18,7,50,11,27,23,49,30,31,Not Ready Yet
75,47,4,0,29,65,73,87,91,56,70,Needs Improvement
48,71,2,0,85,71,49,34,55,53,62,Moderately Ready
71,28,0,10,14,43,22,38,67,69,41,Needs Improvement
57,76,6,3,7,67,54,61,71,56,59,Moderately Ready
54,26,13,1,25,64,38,28,55,55,51,Needs Improvement
51,45,0,7,72,93,39,70,69,53,34,Moderately Ready
56,24,20,0,25,27,55,20,69,72,58,Needs Improvement
45,72,17,0,3,51,27,58,78,75,52,Moderately Ready
78,84,0,8,25,82,51,75,91,79,98,Highly Ready
53,40,4,11,19,67,51,92,56,58,47,Moderately Ready
37,60,10,11,53,63,44,25,43,27,66,Needs Improvement
43,13,1,12,62,29,16,17,65,46,42,Needs Improvement
68,69,11,5,39,62,58,51,86,63,93,Highly Ready
79,57,16,12,67,60,44,44,86,71,45,Highly Ready
100,83,0,9,25,97,63,43,62,93,89,Highly Ready
40,23,13,12,62,60,45,29,55,56,64,Needs Improvement
89,65,0,12,79,42,86,77,89,83,67,Moderately Ready
50,39,16,6,37,55,69,36,54,39,46,Moderately Ready
96,74,12,12,49,58,86,49,47,72,57,Moderately Ready
92,82,1,5,85,77,33,83,68,72,80,Moderately Ready
84,93,10,1,34,100,73,85,90,87,80,Highly Ready
52,37,8,5,71,39,57,14,44,58,55,Needs Improvement
58,41,6,2,22,68,58,46,61,69,45,Moderately Ready
71,56,10,0,87,69,44,50,94,85,51,Moderately Ready
46,79,10,0,47,45,36,30,86,74,65,Moderately Ready
45,29,5,0,3,14,40,30,15,25,56,Not Ready Yet
38,2,10,3,94,26,72,42,38,50,32,Needs Improvement
68,90,0,10,55,80,74,52,59,43,85,Moderately Ready
84,66,19,12,40,84,57,53,82,58,75,Highly Ready
67,58,12,0,0,63,66,63,69,48,65,Moderately Ready
80,98,0,7,66,82,71,43,100,67,100,Highly Ready
70,55,14,9,64,73,41,80,72,59,50,Moderately Ready
82,89,0,3,69,92,86,92,83,96,93,Highly Ready
77,69,0,0,29,79,68,66,72,90,61,Highly Ready
81,66,5,2,10,74,82,67,63,58,39,Moderately Ready
22,16,12,12,35,39,51,7,45,14,8,Not Ready Yet
57,89,12,9,86,85,88,48,84,83,71,Highly Ready
89,65,17,2,50,54,84,36,82,51,52,Moderately Ready
52,77,3,11,30,52,74,57,94,50,79,Moderately Ready
66,82,20,1,3,87,79,74,99,92,100,Highly Ready
74,40,18,12,100,63,57,50,85,52,59,Moderately Ready
46,70,17,4,19,51,54,10,54,27,32,Needs Improvement
77,77,0,12,61,83,73,67,88,62,39,Moderately Ready
56,64,6,12,25,78,28,69,56,68,65,Moderately Ready
43,54,5,12,46,73,53,52,65,71,83,Needs Improvement
67,54,10,0,18,59,67,50,91,62,61,Moderately Ready
25,55,3,12,22,33,45,53,61,66,64,Needs Improvement
66,71,19,0,75,46,75,92,80,80,92,Moderately Ready
68,49,20,12,17,54,29,55,46,36,40,Needs Improvement
73,46,10,0,92,73,78,85,61,72,40,Moderately Ready
54,63,8,5,40,64,77,34,77,31,53,Moderately Ready
26,6,20,10,72,0,39,24,21,37,24,Not Ready Yet
77,82,5,0,32,50,75,70,77,57,75,Moderately Ready
69,80,7,6,12,68,100,53,80,96,74,Highly Ready
3,17,15,7,52,36,13,13,39,30,31,Not Ready Yet
100,100,12,12,97,87,94,83,90,87,91,Highly Ready
70,80,6,9,44,92,37,69,92,78,81,Highly Ready
88,42,20,12,62,82,62,78,55,64,72,Moderately Ready
59,57,13,10,86,54,43,64,64,37,57,Moderately Ready
27,68,3,12,59,21,48,58,46,29,63,Needs Improvement
71,60,17,0,4,70,56,87,74,68,55,Moderately Ready
21,22,13,2,30,15,50,29,17,9,35,Not Ready Yet
52,32,18,12,57,37,51,26,52,48,49,Needs Improvement
36,91,0,0,57,67,70,39,72,56,60,Moderately Ready
38,38,4,3,45,44,48,42,25,52,75,Needs Improvement
8,0,20,11,68,1,8,37,28,24,49,Not Ready Yet
40,88,1,11,18,81,57,83,66,47,91,Moderately Ready
25,37,13,12,34,2,26,0,18,32,38,Not Ready Yet
64,27,20,12,37,37,23,49,49,74,54,Needs Improvement
74,67,1,0,40,100,49,58,99,91,83,Highly Ready
15,9,14,11,88,52,25,55,51,66,67,Needs Improvement
25,17,11,0,25,47,31,24,50,43,31,Not Ready Yet
19,31,11,12,85,45,56,41,62,50,40,Needs Improvement
91,64,1,3,0,65,81,97,100,95,94,Highly Ready
56,40,11,0,55,49,55,72,66,51,48,Needs Improvement
48,11,10,12,27,41,1,39,18,20,13,Not Ready Yet
25,8,20,10,17,20,16,19,8,52,22,Not Ready Yet
69,76,14,2,79,90,79,58,75,82,73,Highly Ready
19,29,15,12,52,49,9,30,45,11,16,Not Ready Yet
86,82,11,6,58,92,64,43,100,89,87,Highly Ready
34,63,9,3,40,36,45,10,71,32,35,Not Ready Yet
62,52,11,12,44,43,62,19,58,51,16,Needs Improvement
15,25,20,3,54,0,16,17,49,31,16,Not Ready Yet
60,47,20,2,37,61,39,37,71,75,88,Moderately Ready
70,69,0,0,82,88,70,45,94,89,97,Highly Ready
65,100,16,7,46,70,82,82,71,88,69,Highly Ready
42,43,8,2,85,26,41,42,43,28,31,Needs Improvement
69,46,12,2,32,59,23,6,70,45,49,Needs Improvement
58,43,0,0,23,74,50,45,73,63,45,Moderately Ready
57,78,10,1,63,53,36,75,72,85,87,Moderately Ready
72,53,15,4,49,34,64,52,55,39,42,Needs Improvement
100,57,20,0,98,93,46,61,100,82,81,Highly Ready
70,91,0,5,20,90,83,98,65,95,90,Highly Ready
24,11,20,2,43,33,35,22,53,52,34,Not Ready Yet
50,40,14,0,85,50,44,64,96,58,47,Moderately Ready
47,34,10,9,26,20,16,9,38,21,18,Not Ready Yet
17,23,19,12,28,27,39,7,31,63,7,Not Ready Yet
47,56,12,12,43,35,18,35,51,33,42,Needs Improvement
25,27,1,12,100,65,29,35,23,32,58,Needs Improvement
67,64,20,0,82,67,80,70,40,72,79,Moderately Ready
38,70,8,12,23,38,41,51,88,64,59,Needs Improvement
45,54,5,0,100,64,33,65,70,64,74,Moderately Ready
68,43,4,10,96,69,40,64,55,79,45,Moderately Ready
36,0,6,12,27,7,32,26,53,42,17,Not Ready Yet
47,77,14,0,0,70,73,83,72,45,64,Moderately Ready
